0.1,190,2.80070846842105
0.2,202,4.26491062376238
0.3,209,4.80949237320574
0.4,210,4.93188799047619
0.5,202,4.53151254950495
0.6,190,4.64496135789474
0.7,178,4.57621966853933
0.8,171,4.55416533333333
0.9,170,4.52642484705882
1,178,4.31227669101124
1.1,190,2.65844498947368
1.2,202,4.25362943564356
1.3,209,4.80373063157895
1.4,210,4.5093081
1.5,202,4.74517186138614
1.6,190,4.41350109473684
1.7,178,4.68052501123596
1.8,171,4.65107338011696
1.9,170,4.22248418823529
2,178,4.35910351123596
2.1,190,2.84372438947368
2.2,202,4.4315432029703
2.3,209,4.79216738755981
2.4,210,4.63565021904762
2.5,202,4.45527473267327
2.6,190,4.31741231052632
2.7,178,4.53103387640449
2.8,171,4.45230112865497
2.9,170,4.49571868823529
3,178,4.31589907865169
3.1,190,3.13268007894737
3.2,202,4.89924967326733
3.3,209,4.76890085167464
3.4,210,4.56829038095238
3.5,202,4.50206331188119
3.6,190,4.6560468
3.7,178,4.50021591573034
3.8,171,4.64678193567252
3.9,170,4.55239304117647
4,178,3.80145900561798
4.1,190,3.59850775263158
4.2,202,4.95021361386139
4.3,209,4.62635113397129
4.4,210,4.76520124761905
4.5,202,4.49565531683168
4.6,190,4.44488933684211
4.7,178,4.34669134269663
4.8,171,4.55707616374269
4.9,170,4.34350928235294
5,178,3.55005704494382
5.1,190,4.3327056
5.2,202,4.78202123762376
5.3,209,4.78981754545455
5.4,210,4.91178788571429
5.5,202,4.59877488118812
5.6,190,4.38385531052632
5.7,178,4.57824190449438
5.8,171,4.74932335087719
5.9,170,4.29099246470588
6,178,2.71123651685393
6.1,190,4.06514861578947
6.2,202,4.55148514356436
6.3,209,4.47338036363636
6.4,210,4.66237738095238
6.5,202,4.50838917326733
6.6,190,4.42011205263158
6.7,178,4.3410692247191
6.8,171,4.72599385380117
6.9,170,4.69218180588235
7,178,3.01448480898876
7.1,190,4.60341702105263
7.2,202,4.82529543069307
7.3,209,4.6557743492823
7.4,210,4.66337833333333
7.5,202,4.45308891089109
7.6,190,4.20575439473684
7.7,178,4.61443108426966
7.8,171,4.39303102923977
7.9,170,4.3435271
8,178,2.65505924157303
8.1,190,4.37969517368421
8.2,202,4.76906314356436
8.3,209,4.43617240191388
8.4,210,4.52775257619048
8.5,202,4.70374171287129
8.6,190,4.70743906842105
8.7,178,4.3311997247191
8.8,171,4.58472236842105
8.9,170,4.16985458235294
9,178,2.56366068539326
9.1,190,4.88815568947368
9.2,202,4.59489333663366
9.3,209,4.72270975119617
9.4,210,4.49428932380952
9.5,202,4.16432799009901
9.6,190,4.50330688947368
9.7,178,4.45803159550562
9.8,171,4.36347264912281
9.9,170,4.07077864705882
10,178,2.65724921910112
